fecha,tipo_movimiento,bucket,display_name,producto_fuente,producto_sku,cantidad_planchas,detalle,detalle_original,origen
2026-05-13,salida,TIPO_A,Plancha de 30 Tipo A,PLANCHA 6 HUEVOS TIPO A COD. 7848000130043,PLANCHA 6 HUEVOS TIPO A COD. 7848000130043,5.0,Pedido 7544 · SALEMMA RETAIL SA,Pedido 7544 · SALEMMA RETAIL SA,ERP Pedidos
2026-05-13,salida,TIPO_A,Plancha de 30 Tipo A,Plancha de 30 Tipo A EMPAQUETADO COD.7848000130029,Plancha de 30 Tipo A EMPAQUETADO COD.7848000130029,80.0,Pedido 7545 · TODO CARNE S.A.,Pedido 7545 · TODO CARNE S.A.,ERP Pedidos
2026-05-13,salida,TIPO_A,Plancha de 30 Tipo A,PLANCHA 12 HUEVOS TIPO A  COD.7848000130036,PLANCHA 12 HUEVOS TIPO A COD.7848000130036,32.0,Pedido 7545 · TODO CARNE S.A.,Pedido 7545 · TODO CARNE S.A.,ERP Pedidos
2026-05-13,salida,TIPO_A,Plancha de 30 Tipo A,PLANCHA 6 HUEVOS TIPO A COD. 7848000130043,PLANCHA 6 HUEVOS TIPO A COD. 7848000130043,10.0,Pedido 7545 · TODO CARNE S.A.,Pedido 7545 · TODO CARNE S.A.,ERP Pedidos
2026-05-13,salida,TIPO_A,Plancha de 30 Tipo A,Plancha de 30 Tipo A EMPAQUETADO COD.7848000130029,Plancha de 30 Tipo A EMPAQUETADO COD.7848000130029,80.0,Pedido 7546 · ALIMENTOS ESPECIALES S.A.,Pedido 7546 · ALIMENTOS ESPECIALES S.A.,ERP Pedidos
2026-05-13,salida,TIPO_A,Plancha de 30 Tipo A,PLANCHAS 20 HUEVOS TIPO A COD.7848000130074,PLANCHAS 20 HUEVOS TIPO A COD.7848000130074,40.0,Pedido 7546 · ALIMENTOS ESPECIALES S.A.,Pedido 7546 · ALIMENTOS ESPECIALES S.A.,ERP Pedidos
2026-05-13,salida,TIPO_B,PLANCHA 30 TIPO B,PLANCHA 30 TIPO B COD. 7848000130081,PLANCHA 30 TIPO B COD. 7848000130081,100.0,Pedido 7548 · LA CRIOLLA S.A,Pedido 7548 · LA CRIOLLA S.A,ERP Pedidos
2026-05-13,salida,TIPO_A,Plancha de 30 Tipo A,Plancha de 30 Tipo A EMPAQUETADO COD.7848000130029,Plancha de 30 Tipo A EMPAQUETADO COD.7848000130029,20.0,Pedido 7548 · LA CRIOLLA S.A,Pedido 7548 · LA CRIOLLA S.A,ERP Pedidos
2026-05-13,salida,TIPO_B,PLANCHA 30 TIPO B,PLANCHA 30 TIPO B COD. 7848000130081,PLANCHA 30 TIPO B COD. 7848000130081,500.0,Pedido 7549 · SILVIA MONTANIA,Pedido 7549 · SILVIA MONTANIA,ERP Pedidos
2026-05-13,salida,JUMBO,PLANCHAS 30 JUMBO,PLANCHAS 30 JUMBO,PLANCHAS 30 JUMBO,1.0,Pedido 7550 · REPARTO,Pedido 7550 · REPARTO,ERP Pedidos
2026-05-13,salida,SUPER,PLANCHA 30 SUPER,PLANCHAS 30 SUPER EMPAQUETADO,PLANCHAS 30 SUPER EMPAQUETADO,6.0,Pedido 7550 · REPARTO,Pedido 7550 · REPARTO,ERP Pedidos
2026-05-13,salida,TIPO_A,Plancha de 30 Tipo A,Plancha de 30 Tipo A EMPAQUETADO COD.7848000130029,Plancha de 30 Tipo A EMPAQUETADO COD.7848000130029,10.0,Pedido 7550 · REPARTO,Pedido 7550 · REPARTO,ERP Pedidos
2026-05-13,salida,TIPO_B,PLANCHA 30 TIPO B,PLANCHA 30 TIPO B COD. 7848000130081,PLANCHA 30 TIPO B COD. 7848000130081,2.0,Pedido 7550 · REPARTO,Pedido 7550 · REPARTO,ERP Pedidos
2026-05-13,salida,TIPO_A,Plancha de 30 Tipo A,PLANCHA 12 HUEVOS TIPO A  COD.7848000130036,PLANCHA 12 HUEVOS TIPO A COD.7848000130036,0.4,Pedido 7550 · REPARTO,Pedido 7550 · REPARTO,ERP Pedidos
2026-05-13,salida,TIPO_A,Plancha de 30 Tipo A,PLANCHAS 30 TIPO A GRANEL,PLANCHAS 30 TIPO A GRANEL,8.0,Pedido 7551 · DIEGO SOLJANCIC,Pedido 7551 · DIEGO SOLJANCIC,ERP Pedidos
